   		    0	    1	    2	    3	    4	    5	    6	    7	    8	    9	   10	   11	   12	   13	   14	   15	   16	   17	   18	   19	   20	   21	   22	   23	   24	   25	   26	   27	   28	   29	   30	   31	   32	   33	   34	   35	   36	   37	   38	   39	   40	   41	   42	   43	   44	   45	   46	   47	   48	   49	   50	   51	   52	   53	   54	   55	   56	   57	   58	   59	   60	   61	   62	   63	   64	   65	   66	   67	   68	   69	   70	   71	   72	   73	   74	   75	   76	   77	   78	   79	   80	   81	   82	   83	   84	   85	   86	   87	   88	   89	   90	   91	   92	   93	   94	   95	   96	   97	   98	   99	  100	  101	  102	  103	  104	  105	  106	  107	  108	  109	  110	  111	  112	  113	  114	  115	  116	  117	  118	  119	  120	  121	  122	  123	  124	  125	  126	  127	  128	  129	  130	  131	  132	  133	  134	  135	  136	  137	  138	  139	  140	  141	  142	  143	  144	  145	  146	  147	  148	  149	  150	  151	  152	  153	  154	  155	  156	  157	  158	  159	  160	  161	  162	  163	  164	  165	  166	  167	  168	  169	  170	  171	  172	  173	  174	  175	  176	  177	  178	  179	  180	  181	  182	  183	  184	  185	  186	  187	  188	  189	  190	  191	  192	  193	  194	  195	  196	  197	  198	  199	  200	  201	  202	  203	  204	  205	  206	  207	  208	  209	  210	  211	  212	  213	  214	  215	  216	  217	  218	  219	  220	  221	  222	  223	
184		 8621	13611	53685	51366	20430	21625	37255	24600	27070	14796	 9936	55856	41043	21601	15480	41382	17467	49685	 4725	10325	39529	11016	20622	24670	58596	56195	52714	23885	20712	46800	51754	46237	35238	10412	14094	25902	50336	11184	15191	 5393	53231	30080	 4030	35106	 6355	32079	55895	57430	 7190	49742	24782	57002	14977	59383	 4275	28787	45660	23110	23171	36191	10307	48748	38089	24099	36568	24880	17984	55118	58813	14125	52580	47158	17996	 1552	37309	27215	42715	30094	20390	 8757	44634	 3070	48150	48938	50208	 8688	 3910	32935	52304	29521	52657	57754	38672	37662	56193	52637	35491	10382	15550	  261	30488	20174	58989	15414	26844	45361	52111	11300	44370	50072	 6190	33530	 3203	 7713	 3225	51591	59228	 8443	 6412	25892	24109	12453	14032	16502	42651	30611	43724	36625	43840	42919	23671	58547	42250	32268	39227	21499	59788	13799	32512	24606	49250	28699	11918	18282	13036	 8938	48025	49211	42088	49843	41632	14361	29364	25069	  941	36927	29778	 2761	19800	54282	 9048	43784	14996	30363	39235	28197	47838	33484	 3168	45125	    2	 9815	43330	28110	 9448	 4307	44491	11259	 2518	 2471	56146	11825	58033	53115	56602	 7558	25307	26749	24273	13161	22583	48873	47686	51318	29250	23103	 1865	23411	45463	25319	45724	30255	 6736	44568	12895	33149	29622	48103	51328	  750	39024	 2233	56870	51547	 7938	30504	21815	43238	 6425	15255	39922	18441	29146	24207	
185		35905	23425	45226	50696	41612	29127	36089	18409	12897	 3395	14883	56133	25141	13078	24929	17994	47086	48357	30105	16893	32673	55166	 9544	33432	55748	20069	37599	37698	33571	48274	46020	31526	25459	 1239	 4464	 2686	18232	39105	40624	14584	19980	20979	21847	52006	52425	37466	 5385	39342	21928	27238	 1180	23597	50126	56052	17848	59769	 9788	51193	13010	22929	 9834	54198	 9433	12514	54476	56584	43537	13351	23086	 2366	16236	29382	 7636	59433	50814	   97	41512	10619	10589	11176	33915	49574	44922	40941	37374	 4855	12972	35608	23568	16182	 6135	 1187	30360	58016	30189	51372	 5486	 2097	49826	 7172	11266	31624	15716	14623	51486	31545	51433	49745	22866	29546	18475	12835	53304	56391	47336	41003	11765	31276	25961	23647	54035	41038	25980	49116	 3903	27594	24537	26788	39749	 9559	36897	47616	 9486	46515	32590	12748	56427	21021	35028	42540	 8508	59238	39802	35392	51403	 3142	24417	58391	 1371	32553	20070	18962	55816	21888	55890	50338	25530	47784	19806	17108	 3409	27227	 9087	33275	28492	 7341	55235	56298	15399	24452	46908	  158	 8081	56823	50750	49245	43488	 6972	59087	19389	22044	29892	27558	44875	46733	39319	 3459	49007	33968	 6513	51778	47163	36107	19256	51720	25675	15239	32445	53365	 9204	11984	54319	29505	17672	18056	 4280	58884	 8483	57658	28606	 4216	 7459	28475	53246	57211	13143	12513	31722	 5162	  282	27677	 4296	24944	 3973	
186		22486	  580	 9540	34005	 5052	50753	26597	37415	32697	57399	10119	45545	35423	57414	32393	54680	54689	24329	 1339	14708	48102	49479	34220	 7396	33216	11650	28736	29514	37747	23027	37086	47100	54808	59912	51191	45142	27157	30782	29287	20906	41150	 4774	10285	36340	22565	12492	48956	19645	59545	27782	20281	29757	 4071	48339	37313	11656	23701	33241	 4315	14464	50370	 1392	15080	43802	 5288	30395	21088	 1611	34921	19347	55414	 2427	 1767	42763	42905	17627	23369	 4734	58185	52510	17239	 1578	48912	57571	43791	42011	13167	24737	 1990	43503	45340	40790	25525	42727	41674	57597	 9272	41573	31166	44072	10855	 8446	31597	48017	27994	24242	42406	19089	45496	31632	38900	23611	10160	23598	29927	46297	29744	51011	16110	37055	 1726	15861	43397	12602	37761	18236	 8998	37906	14223	22301	37056	25353	32173	45939	59578	58316	26296	 4254	 6474	41098	27995	35780	23497	40919	37134	 5007	56592	29833	51946	57823	21248	 2560	 1562	14252	50194	24311	25222	25994	33637	 4831	27373	 4876	20461	57167	48675	 4123	54957	35667	46829	56144	51243	30056	13428	47599	16175	31058	49307	 4130	10923	25231	 2943	32910	 5199	 2193	34781	  586	35024	51937	38571	 6799	37975	55731	22025	 3625	 6858	35104	19693	15268	45368	59557	29225	30415	39653	38791	14949	23804	48917	43646	34199	24942	 3709	12136	 3676	45065	41811	54495	24904	13621	11255	54064	21654	  977	26599	10912	
187		30313	 1737	43391	12842	59011	 4079	 2571	20827	23293	13261	47478	59819	22112	24034	57832	44800	54873	19512	14078	38406	 1482	29846	10834	32607	49282	56079	35852	21368	19016	16228	  905	44499	 1793	18050	36435	46818	43683	29344	46835	38503	36675	48408	14716	54411	15454	21022	39185	31903	 6168	57286	16027	10897	30365	14349	53130	24514	59076	 3902	15582	 1038	23953	25076	17073	34757	37805	52411	17185	 4009	55048	49681	30106	44401	29082	16248	 5659	34598	59794	55281	38467	 3531	45666	 8151	41642	20427	 5558	 6982	18586	49567	27851	25345	29155	59688	33242	15555	 7049	39878	46135	25130	34150	23897	33919	34023	15819	53835	51668	20930	10191	52962	25172	11220	 9828	 4240	 4782	19761	11233	21144	21589	 7139	59584	15741	29251	 1358	 9636	14418	46790	46924	17540	10242	22434	45887	43790	18981	55820	42376	32525	23385	36552	24407	27162	  488	13491	43006	38692	28659	 5373	20244	25539	57811	46986	29565	12774	20308	 4792	 3011	19903	37658	53834	20088	37213	38964	38855	40007	40723	 2737	50585	24664	53482	32827	35313	57090	25766	 8856	30747	36384	 3960	47588	20072	36708	 3716	10500	38998	47260	29004	39816	36967	59892	 9848	33982	15951	 5438	21426	49608	 6801	27032	26263	 2760	38064	26465	18209	 8066	 2693	  327	24575	35047	36608	59116	18203	 6781	 3432	43187	32308	23037	35630	13305	15127	 1527	57548	22167	14284	 3552	 5509	 7479	49961	30474	
188		18273	27644	37966	42304	23309	52529	57304	43925	51954	52035	40380	39652	47328	49495	50667	22706	25908	 2674	26350	36234	48495	 2905	 7756	24193	18466	11693	20106	 4291	36935	16207	 8926	42635	36135	56265	24972	27441	46630	19043	44181	21813	24068	16570	43453	13972	40151	45388	42619	 7608	36937	16836	57065	54999	40366	18533	54830	16291	 8422	47288	 8794	24315	34444	41913	 5695	 2875	14938	23976	49528	 8927	11472	37787	32911	32364	48871	18412	26148	47485	 5841	26346	30246	 6523	59683	 1251	19821	45384	28655	53120	47308	 6820	 4853	38438	39618	40121	29533	13766	34681	56124	36404	54574	  218	43995	54093	52310	43866	58155	30202	20884	19033	38506	39450	 8442	29915	30182	 5586	44559	 3826	 2594	53699	27921	15729	29729	56572	27399	42866	19505	45988	53348	42632	40975	 1424	32830	36769	21192	 5378	36117	14103	58683	27353	28560	49683	30803	50076	50396	53089	10992	15347	56534	 9948	43337	28124	42711	 4847	47335	30165	34191	18420	49659	37564	18110	51592	 6288	58222	40164	18032	18927	53285	22002	21876	 5555	21646	 5025	10754	15662	 1226	10949	57521	55310	45186	59412	19493	58624	 2114	40810	39452	46631	34732	33573	22106	56382	48995	56260	42153	41772	36314	  182	52230	28129	59697	39302	23204	17419	33209	32946	14009	23578	38800	  771	 4401	 3167	28203	20732	52984	39972	50926	  413	30251	35197	38917	36252	57848	24327	 8812	32397	32990	27910	
189		33135	29589	16869	 8566	29978	58951	49475	51910	13768	15570	53289	38437	12610	30242	43485	51324	54344	15692	 6163	15383	59894	40323	 3954	57240	24142	 5893	43491	 8103	34915	 7532	26555	25116	 2406	21054	21494	24927	 1519	54008	56110	43160	17629	59273	13873	10913	46159	32718	32281	35029	45843	11837	46080	40793	 6309	38479	31516	15801	34776	46725	17801	31828	11495	44574	44709	35247	12424	37031	47833	28083	32290	 7944	56703	23666	53316	43432	50301	30181	 6900	   19	26700	58291	51285	51645	35363	29177	32885	35065	29719	34908	 4005	 1687	36703	56723	29205	23854	58205	18983	 4362	 5666	 9461	40443	21724	46323	47525	40939	 4857	25271	43762	35786	43555	41214	18889	20139	 7164	42918	45248	18764	52473	31640	 6394	19662	13975	38183	11040	13566	25133	37044	20633	44991	 3161	17104	27485	59346	26746	44691	36724	  283	19856	38139	 5020	51418	57764	22914	20061	10429	17851	41014	42922	18021	 6045	15786	29418	10332	14970	17393	 7524	46701	32280	34515	33789	16220	49263	49821	42271	11585	16845	12950	42855	30085	14264	 3147	57896	36580	  870	14826	18415	29787	48517	22085	19062	56087	33097	47922	16929	 6893	42312	30887	42043	58558	39474	49334	 6945	52813	28858	45162	 1262	21223	44794	12032	17927	30769	18143	55448	18820	32582	11564	47684	27389	40173	37606	30700	45768	31311	39947	  346	22693	24023	12484	29215	10228	13723	48863	21032	11317	 1372	
190		41805	21528	54954	 4662	 3180	25060	 2457	12906	52683	52644	21797	56643	47949	48805	21265	42395	54189	18637	19728	29333	59720	23814	10603	26058	10421	 7964	15221	48486	15762	17698	 1784	24805	 3004	12691	 3967	43139	32095	59380	49514	 7163	26302	 6803	41225	18340	16205	 1487	 2418	45537	39920	25746	12859	30563	15639	24000	33338	35243	55457	12857	58894	59221	18766	19288	38214	53443	 5169	52247	53910	13504	51419	26093	50871	16684	48316	55660	25386	29697	20268	44715	49958	59972	10278	22467	40808	 9462	57285	43100	17777	24709	34285	43754	   27	21523	 6488	54675	 8799	54935	29581	55092	33670	14342	50699	43549	32323	43402	14183	46949	41813	17917	31549	39226	18915	19346	 5626	57797	22181	 2026	35947	46981	48936	  607	53048	40704	16339	34658	17307	19484	24757	25772	23025	48539	43623	20575	49625	42888	 6651	15750	 9167	46249	17085	41134	13652	31355	 7372	48857	35791	21031	20789	26511	27618	55067	52290	 6360	31726	52322	45870	54970	19003	50552	15407	 3908	21602	46076	 3750	29162	34615	15619	14241	39695	56936	 2187	23559	59761	 9263	 7043	27833	15534	10931	15867	52874	47754	30276	19117	46662	59602	 7671	50446	39969	28280	43726	 8619	42710	29763	38551	56811	 1850	33943	 1695	  805	 5322	 4865	24586	13482	31179	32920	21572	46551	 4933	 1028	59339	19108	43965	21919	46414	19865	57260	35426	21645	44005	48834	34652	24063	47961	48021	48147	
191		18368	47634	37338	22988	57553	45527	53846	 4632	27371	55901	29206	45025	 5344	 8385	46575	31974	24011	41665	59159	40131	35458	 7831	41756	36912	52266	10097	50798	51733	 4954	20160	14884	26832	 4749	40188	 6962	 3578	49304	51540	45956	30976	 5154	 4671	26453	10152	30473	  210	20537	24932	33291	23577	15895	 3482	53463	38239	27844	26658	17686	54661	45098	48414	 4968	47812	23774	26294	15285	 3007	11303	32752	37923	39586	 2152	54468	31679	50410	31986	29118	18757	  936	26340	32748	41516	50799	13163	28586	57503	53082	 2766	36037	19539	33357	41988	 9870	 8051	48298	14067	16088	30086	23579	 4003	13508	29724	59596	 4116	11363	45814	18827	58616	59405	15771	51361	59930	28239	26313	23014	14146	42333	 7394	14954	 7104	12710	11048	42215	46952	50203	47617	42018	32391	53451	51791	43660	19398	42933	31348	49403	34036	23925	43012	32693	33856	16539	36977	27579	34817	59052	28059	36815	52818	16174	56929	45980	30855	19626	42920	18631	 7416	 9935	33310	13367	37619	11306	39163	47130	38128	37632	12257	30703	44375	24790	37539	12148	47121	44774	 9149	58977	46264	11069	39095	51498	17315	 1389	34514	51991	17530	56721	34144	 1845	  317	40569	53332	30750	39008	11576	46285	52116	18929	33296	31963	19500	43758	17913	58170	38613	41231	17763	 4574	30879	44507	17933	50541	55154	53461	18993	14951	31132	11699	19892	42417	50461	37683	43176	17606	38787	11536	  463	
192		45147	 4693	39154	38588	30813	  470	17785	10056	 8952	16144	46506	17797	 3096	42342	11105	13333	23752	21809	42553	40541	17844	 7920	49030	38424	44964	24910	42948	37630	50407	36804	37379	18088	 1457	38807	11257	 1761	45205	21818	14196	  803	12309	 2547	 8695	22752	15733	14008	56837	 2051	37419	57824	55370	52131	46227	22579	50481	29341	 9971	46219	37285	 4564	14084	34185	38736	51311	55838	48028	 1115	59526	44809	44630	 4971	35648	58045	40454	 7843	25761	36680	29258	10522	41256	 6562	18602	 7553	59020	32468	 2306	47549	44429	38790	29554	31409	 1498	 1113	33482	39355	52487	50593	42572	45950	54780	24674	36253	29063	19319	  935	 3247	37069	36008	11468	23724	35215	15701	43806	41183	 4476	 8560	13715	55170	 2580	52096	27665	38643	56784	37088	14379	38687	  230	 9866	42390	32597	12324	43059	44280	20988	39848	19946	22965	10410	27818	36027	36024	28245	27988	35404	22441	23884	24353	46443	15072	 2140	21209	56702	 2614	53213	33661	52686	57924	55426	25501	54038	10532	28422	46512	18641	44258	35002	59431	35043	11467	53858	52777	43993	28902	48597	 7289	35365	58921	16121	22491	19431	 1291	58073	52701	15984	35264	29626	19437	28534	18996	21423	42217	29435	18550	39291	55595	29311	40301	17910	50533	31424	54860	15931	21929	35738	29194	27506	15426	53149	48722	42081	24898	50892	39329	32139	50077	58968	 7285	36325	12814	38217	22152	13816	37166	21415	
193		24940	23730	11846	23461	13396	26997	 1771	 1046	18621	22005	52107	10086	46094	39512	41066	20992	38030	52171	36570	35979	37803	20086	47920	44560	39598	42174	 7358	19238	53621	46471	52586	39649	37536	  297	49985	55503	 9085	20387	13232	22792	33525	15365	 8319	18756	10689	13306	53182	47479	42087	18410	22312	27955	49457	 9129	41020	12816	 5596	47433	27242	53103	59081	36312	17757	30093	34245	 8877	19778	28871	58215	59686	52051	18191	 1420	50731	12037	48245	35729	40291	48564	 9678	37926	34837	 6083	24235	50556	21610	22821	 3633	27311	14390	32061	20077	46148	10024	11779	37062	27922	 3670	22589	23135	40357	28109	10216	46531	 4310	18250	29161	33605	 5936	37771	41490	31730	49935	55647	53899	51164	41332	21372	27359	42310	13147	47162	39526	44410	 6114	33540	39264	33700	 7186	22418	39542	37830	57630	12380	11784	 8901	48484	 1320	40253	33387	 9503	56272	22450	 6796	 8705	 8219	   64	31513	13376	52371	 6032	21127	 4234	14973	19386	50431	18935	13948	49122	39468	19227	 5349	58088	38677	59444	56155	50686	38174	19703	55105	 1593	48992	13046	52822	21862	57192	26981	20611	25499	18644	52769	11795	18965	23727	 7921	10002	41990	17292	29028	40101	49269	53510	41041	15031	 6926	49731	22902	10606	29715	51679	11865	 3791	19885	56955	41895	13586	58532	38222	49124	28060	17519	36541	 1950	13819	51955	32216	20783	32093	27573	54346	 6680	 4316	48084	 7559	
194		15286	41917	55233	51915	14579	53733	21427	22165	43298	51686	58457	35092	51700	58024	13609	26756	47794	22411	45648	33911	24248	15586	56545	52118	41429	27345	40792	 4196	13129	38585	45886	58488	21721	28365	 2781	44032	13165	43529	55168	43435	17728	52844	 4095	35627	42501	30572	 7961	51216	10864	38993	20618	 6064	18422	57039	10751	47736	31171	57938	49173	13135	47210	18463	22834	28354	29955	 2249	13038	20727	41162	51282	27203	56332	26686	16015	17273	17735	45083	11438	17346	39216	17317	53447	33066	11590	12058	36589	51308	36305	37184	45264	23300	24985	 5306	24444	30389	18536	32333	29826	24738	57318	40254	53989	54989	49233	  555	32617	54007	30323	59072	21315	34541	43725	28276	10067	45632	44897	 6711	40974	18866	16237	16840	16910	17420	 8997	57022	58668	41679	40767	21278	48407	18654	49157	37301	35389	52655	20740	33179	54065	18468	35067	58379	38763	51352	21410	11377	33699	27131	16128	26779	11086	48560	43954	29073	59524	38785	10640	42791	41065	34878	15884	47044	52671	 2143	42056	58288	15248	 6348	40199	 4092	54153	 7295	29730	11584	16303	47650	48015	59475	 6929	45750	15513	49244	10114	31612	25093	42275	31866	54898	11242	43276	50044	50578	40231	29598	53706	21239	11929	52981	28516	50445	14842	30605	52593	15852	28686	55147	22066	 4784	57294	 9492	  944	39551	32348	16682	10323	42433	15189	23024	44644	37103	19338	57509	55694	  702	 3192	
195		21718	30126	  496	18953	15510	22192	51080	33000	17388	38165	27151	50953	22298	20080	55582	25693	56058	 7739	53542	10526	12073	33864	26180	13974	57409	52688	12594	39580	12694	  505	37784	 8828	13657	34368	21638	18086	29740	22143	35286	36349	 8313	31849	 3713	29450	47124	57253	23620	   13	51909	53690	38441	10836	21887	43561	53673	 4011	58757	31073	42770	 5866	57800	45655	49249	19458	 7413	30060	33656	 6598	55223	30450	 9854	17573	31027	38126	 1750	  263	45374	24296	21984	 2723	13421	11997	55336	51982	47258	 9066	54998	31490	28848	 7106	30616	27008	37439	48954	33234	55379	52608	24706	16962	52300	 8668	49393	28672	39050	48801	 8763	 2894	59343	54463	  716	42778	23615	48473	32059	 8245	22369	55267	26400	12294	27196	15775	59181	33753	41786	 5451	 9640	53670	25748	29397	11222	47262	56251	22015	47510	 2707	29908	24580	29102	12201	13951	47427	52208	16410	58337	29659	27923	58093	39344	45426	54651	26391	28441	10942	13963	38238	35735	19008	16966	54315	18190	25042	50340	 3284	11481	32688	39646	29313	15544	28928	45845	 1867	49584	25109	53203	16722	41273	31100	36901	57247	57279	  783	38804	 2843	15790	42743	 4763	11485	 7699	40740	41736	46761	25711	 9899	57879	58791	 9806	53661	25014	15871	51641	 2400	59291	19100	58780	51699	 7169	27440	52643	19685	18579	18836	41196	 2075	41881	22254	  704	32627	21960	49313	 9600	23592	46016	29788	12477	
196		56214	52793	 3407	 8627	19285	35573	22996	50309	52861	47436	51005	 7366	19913	24945	 3134	28366	28484	 5871	  957	41318	45309	26802	57140	48660	 2926	59061	15044	45875	10671	27802	 4324	32339	35714	16901	39841	47322	44134	45188	34291	11032	36500	 3877	35357	24856	 2706	42828	16351	58080	53086	10691	26404	56097	38718	49261	46333	43517	45721	39862	 7376	55029	28315	17262	 5830	56664	45244	57895	22241	 6452	32298	 2887	48401	12664	28156	21974	44498	49069	20504	 5350	28961	35596	59738	39418	13179	54441	51504	21596	46295	22681	12061	43242	46596	35785	24430	23811	56278	 4111	32447	28062	53564	25020	51763	47780	45441	22502	48458	28350	51839	39664	51849	 8922	14848	21249	28271	54249	26766	36489	  594	41640	 4633	56513	49133	55888	57316	46119	 6099	34914	27333	44042	16598	24906	26643	18374	26952	36851	14758	30580	35166	52350	45522	49347	 4958	48163	17090	26020	20805	  947	10213	 3995	59829	50526	47953	30065	25183	15050	54275	51837	24712	37278	52727	57673	35861	52880	11674	11014	15948	12792	 6182	14114	23064	55948	56868	13578	44036	44242	31739	 9004	46294	 1804	16204	11451	42497	33989	42133	 2111	25056	58260	57011	45873	40910	57993	26812	 7267	20116	14175	37572	 6644	54398	10959	58392	30129	32357	40838	 4997	58765	35702	14945	21883	16094	12729	26458	42980	 3441	 1463	47062	29980	25303	59112	44409	34395	35918	13259	59305	 8808	29016	
197		46290	46773	 2949	35324	37351	55995	52145	27800	55265	22187	52157	41901	32318	50714	52174	45588	48755	 8064	30990	40273	  273	45865	24110	 8143	33171	56100	14916	18804	30881	27849	43189	48850	54690	54517	16326	55410	51092	44878	30920	39755	45802	22992	41514	52315	47547	 7510	12841	34984	37531	27529	36269	57027	37850	41058	49385	29092	48054	16312	24915	43229	25379	41958	38909	20256	10053	 6693	51453	24172	 3352	35440	10634	50611	39363	56453	47523	34230	53732	39017	37125	 3382	 5116	11582	26244	14101	39445	29600	56294	35891	54123	48460	 7968	46256	59757	  692	43346	45287	18173	40991	46099	58323	19497	18582	33025	51877	32950	 1453	58501	35974	37181	39212	12088	33331	45123	37353	49800	31777	45864	53023	31000	 6380	57967	 8454	54050	53791	13142	33574	41841	 8649	 5890	47939	11721	49521	21617	24121	26436	 5502	 7884	 1140	40423	 1666	43501	44287	31917	45481	50554	39788	54247	15054	59263	 8589	50068	14320	34210	56425	41495	16982	12458	11773	12083	49356	54732	15369	19314	50547	 1335	15075	 1006	12378	16389	12552	46265	39097	12142	 7998	42330	23520	55349	 3652	56748	22925	 7406	44411	57212	28770	26987	27105	54335	 2473	48157	43476	38049	17306	19220	10889	40677	20562	31754	 8948	43511	41299	22023	29958	59463	20947	37785	31331	14859	49605	45539	19403	35103	35917	58317	59126	19082	39819	41734	 5856	35703	 2035	53373	32443	11859	45946	
198		 3590	26381	55974	55743	22832	46121	56903	55981	32420	51659	53971	32190	37494	48952	21699	49176	 9181	36262	23232	13431	53763	52528	18113	45708	23009	 7184	53903	 1526	56485	19187	35697	   54	 1857	58055	 8702	26356	14508	58746	10781	44387	22156	18534	10255	32486	51316	 9997	42697	 7270	 3831	32959	52042	47822	 5488	31332	28628	40811	17475	38838	16842	25026	49344	48522	18874	35370	58815	26191	52999	 7603	35004	 6072	11151	20242	38883	48226	42112	25492	48683	58091	53632	18991	27438	22343	50754	28700	46542	42142	11224	25002	 3332	 4694	43545	24126	47145	 7683	23875	22861	50390	26335	20919	42578	39141	50047	20923	20599	38046	 8511	26626	39303	40594	 3076	 4972	20583	29290	38676	27947	52571	 2497	  300	 9628	16543	31834	16953	29701	  319	16900	24414	41467	36693	 7414	 5211	 4352	 9309	28710	15804	55513	 9825	20101	 3318	39483	21866	58393	25409	35635	41691	39791	14957	56865	23548	18028	46250	38244	56794	39181	23851	47147	53455	43749	 9502	11008	46037	25707	46142	23182	50572	 7527	36374	11121	51598	36106	27563	24679	56486	11080	57340	19035	41967	  690	46670	29163	38134	38534	31540	42742	25775	58568	53296	 6790	 2769	56665	31416	19462	34765	 5365	 9525	58814	31534	48136	35493	29452	15886	 6492	53055	23193	54962	32113	14555	28734	29700	40246	46730	21152	21970	11726	28964	59483	59877	44789	 5505	52837	 3314	44963	40344	48563	32469	
199		40010	 1663	35285	 4331	46716	33137	43914	41082	30390	16791	46511	20861	53517	58740	58372	46510	29398	50610	10331	58044	 9174	47520	49513	59496	41625	46118	22971	39984	46934	47286	28517	28235	 5103	 1745	49409	 5392	55167	22353	34370	17169	45109	44200	28505	43392	14150	59489	48178	34017	12840	18698	25198	20898	41715	28548	56978	34766	 7511	 7541	20187	 1501	57246	21425	51157	10978	  711	52653	52102	42789	39268	25390	10201	39765	52594	 7627	22941	 2084	10682	35244	28936	40506	51593	11084	32905	24865	40926	33720	40864	 2382	10230	25434	  983	 5443	54736	35050	 2402	10274	 4931	21552	56965	 9132	15627	45413	14894	54218	20170	12416	 6004	28303	 2410	 9779	16841	24629	16544	20534	54277	27213	 7133	56555	46757	11645	18485	31802	12110	27660	36079	30228	48866	50803	26671	33881	46150	50566	18439	   29	22798	51694	25489	10590	20186	54515	43966	23899	 1542	 5552	51226	30930	35884	17776	 4911	46837	58434	 9020	51589	31057	18312	39437	47802	21759	29151	28433	20420	27079	22484	  898	21519	22176	17174	50888	46363	11741	29365	 9062	44762	 4652	 5618	49694	10386	12400	55984	11127	15263	33475	 9537	14815	24713	20703	32287	 7201	25786	24065	59521	56377	47801	 5896	 7373	33326	52287	56192	46136	25962	22797	40492	26547	36516	46324	26609	11199	 4267	32249	32665	51474	25618	39491	 1181	14113	30035	24418	29961	14831	28438	24229	25815	32015	12600	
200		17371	31913	18557	26207	38117	39070	56774	 4289	29218	25296	56111	13717	49501	54931	40363	50083	47381	16589	22678	25901	43297	49154	 7288	53664	13695	56848	17566	11138	20302	20185	48336	58384	57198	53076	 2435	25464	34488	47269	26219	 5040	48052	57485	 2094	46826	44561	43759	  762	40062	27453	10587	55038	10346	27188	12818	 8778	59026	52008	28005	40609	20119	26237	33712	12968	29988	22003	59852	 9626	34451	13263	25709	28094	50149	22009	19059	41408	46481	  516	37947	 2241	21331	45011	15251	57479	15150	11097	44717	40006	11867	58233	10837	 1518	52057	 4877	31844	16911	14384	52752	24087	39088	53691	47945	35403	38802	40961	35844	10186	23393	20364	56246	 8849	 2343	 3931	17587	56185	30282	33995	16618	58511	45370	47902	31505	22144	46449	19206	41835	15170	36806	33958	34532	25991	 5454	38563	17964	27960	10271	23930	29851	25085	27206	35288	26928	47524	52632	56641	15008	  850	11704	52005	12933	37912	22296	57159	58889	36050	 3449	32733	43519	25381	44450	59861	30798	 7761	22648	48908	29844	30417	  299	31184	32882	38682	20503	52140	30423	42541	32540	 9443	 1705	43385	16701	40276	 7407	28620	24213	49978	54074	 4680	52669	 3013	17323	30882	 3173	48087	 4887	21896	31763	17732	26223	53323	11776	45693	17664	 3757	46937	 6653	51797	16001	45097	30483	43240	47969	23894	52776	43709	18024	 7620	38123	32196	27630	  722	57125	41818	 1288	24032	12389	
201		56549	20889	18001	32358	43480	46587	45549	34851	52458	52551	11915	12452	49197	29406	26467	 7649	40877	42140	16530	16328	22477	14452	52282	38513	28955	14611	55774	 7514	55881	42243	16680	33514	10860	17178	32568	 5923	59929	51382	14383	59396	 2867	56899	27283	18230	38461	12116	33643	23630	20799	16564	21933	26276	46887	51743	10398	46995	51134	56018	36673	 6860	10615	53202	36932	37712	26558	10799	53018	53350	51918	22605	59411	18905	31551	10006	55107	 3588	15309	10719	52759	29458	38773	 5646	56340	26587	53718	47480	10573	37959	14449	57910	16169	19738	17818	 4373	10664	 5873	37936	53914	39531	59675	36983	49440	59074	50874	 6917	51248	19091	15145	25488	35925	36788	51027	47803	57375	42118	 5447	28743	33519	11953	46700	38537	36199	 7389	10849	16985	27733	31013	59875	28842	49672	19253	49750	37159	38488	52134	42746	55461	49732	50468	18633	52712	43157	13716	36139	33616	 3266	29119	14638	37292	32448	19846	45796	31560	26647	44846	18878	 5358	30711	31544	14471	17831	59043	44539	 3751	15609	 8923	 6327	43680	 4924	39426	28040	 1184	14460	24579	52973	 3533	53419	38667	36032	28629	28950	25745	58180	24604	22885	16444	24799	16243	36376	12954	23083	15548	40067	 1642	  696	 2214	10623	12570	40895	10544	 6222	54310	34161	32870	25914	14018	 9965	51666	15481	40379	 5930	33947	14194	43086	33899	29293	 7302	 6041	25903	26772	38499	  931	24827	18603	
